CRASH_RECORD_ID,CRASH_DATE,POSTED_SPEED_LIMIT,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,TRAFFIC_CONTROL_DEVICE,PRIM_CONTRIBUTORY_CAUSE,SEC_CONTRIBUTORY_CAUSE,INJURIES_FATAL,INJURIES_INCAPACITATING,INJURIES_NON_INCAPACITATING,INJURIES_TOTAL,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH,BEAT_OF_OCCURRENCE,STREET_NAME,LATITUDE,LONGITUDE,DATE_POLICE_NOTIFIED,year
CR00024269,08/29/2023 12:00:00 AM,25,CLEAR,DUSK,TURNING,T-INTERSECTION,NO CONTROLS,FOLLOWING TOO CLOSELY,UNABLE TO DETERMINE,0,0,0,0,0,3,8,2134,ARCHER AVE,41.999926,-87.759792,08/29/2023 12:01:00 AM,2023
CR00024270,08/07/2018 07:45:00 AM,20,SNOW,DAYLIGHT,REAR END,NOT DIVIDED,NO CONTROLS,FAILING TO YIELD RIGHT-OF-WAY,UNABLE TO DETERMINE,0,0,0,0,7,3,8,177,PULASKI RD,41.988252,-87.767425,08/07/2018 09:33:00 AM,2018
CR00024271,04/07/2016 08:55:00 PM,35,SNOW,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN BARRIER,STOP SIGN/FLASHER,UNABLE TO DETERMINE,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,0,0,0,0,20,5,4,1708,ELSTON AVE,41.810108,-87.780377,04/07/2016 10:18:00 PM,2016
CR00024272,03/02/2024 04:00:00 PM,35,CLEAR,DAYLIGHT,REAR TO FRONT,DIVIDED - W/MEDIAN (NOT RAISED),TRAFFIC SIGNAL,DISREGARDING TRAFFIC SIGNALS,NOT APPLICABLE,0,0,1,1,16,7,3,841,ROOSEVELT RD,41.794563,-87.732005,03/02/2024 04:34:00 PM,2024
CR00024273,09/27/2020 06:21:00 PM,25,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),NO CONTROLS,UNABLE TO DETERMINE,NOT APPLICABLE,0,0,0,0,18,1,9,2513,ASHLAND AVE,41.726061,-87.522305,09/27/2020 06:27:00 PM,2020
CR00024274,02/26/2023 08:57:00 AM,30,RAIN,DARKNESS - LIGHTED ROAD,REAR END,T-INTERSECTION,NO CONTROLS,FOLLOWING TOO CLOSELY,FAILING TO YIELD RIGHT-OF-WAY,0,0,0,0,8,1,2,1483,STATE ST,41.891788,-87.587815,02/26/2023 09:10:00 AM,2023
CR00024275,06/08/2022 07:31:00 PM,40,CLEAR,DUSK,SIDESWIPE SAME DIRECTION,NOT DIVIDED,NO CONTROLS,WEATHER,FOLLOWING TOO CLOSELY,0,0,0,0,19,4,6,1760,BROADWAY,41.753222,-87.599211,06/08/2022 09:27:00 PM,2022
CR00024276,08/17/2023 12:25:00 PM,35,CLOUDY/OVERCAST,DAYLIGHT,REAR END,FOUR WAY,NO CONTROLS,UNABLE TO DETERMINE,FOLLOWING TOO CLOSELY,0,0,0,0,12,5,8,793,ROOSEVELT RD,41.984461,-87.687504,08/17/2023 01:01:00 PM,2023
CR00024277,07/10/2016 04:47:00 PM,30,RAIN,DAYLIGHT,FIXED OBJECT,NOT DIVIDED,NO CONTROLS,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,0,0,0,16,1,7,2338,LAKE SHORE DR,41.996496,-87.798626,07/10/2016 05:09:00 PM,2016
CR00024278,05/10/2016 10:15:00 AM,40,CLEAR,DARKNESS,ANGLE,NOT DIVIDED,NO CONTROLS,FOLLOWING TOO CLOSELY,IMPROPER LANE USAGE,0,0,0,0,10,3,5,1470,KEDZIE AVE,41.947345,-87.71712,05/10/2016 11:51:00 AM,2016
CR00024279,07/04/2023 07:53:00 PM,25,CLEAR,DARKNESS - LIGHTED ROAD,REAR END,ONE-WAY,NO CONTROLS,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,FOLLOWING TOO CLOSELY,0,0,0,0,19,3,7,575,OGDEN AVE,41.835561,-87.778197,07/04/2023 08:54:00 PM,2023
CR00024280,08/24/2017 12:51:00 AM,25,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),PEDESTRIAN CROSSING SIGN,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,UNABLE TO DETERMINE,0,0,0,0,0,5,8,365,63RD ST,41.954277,-87.723467,08/24/2017 02:46:00 AM,2017
CR00024281,06/25/2022 12:08:00 AM,25,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,STOP SIGN/FLASHER,IMPROPER OVERTAKING/PASSING,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,0,0,3,3,0,7,6,506,IRVING PARK RD,41.851438,-87.532816,06/25/2022 01:16:00 AM,2022
CR00024282,02/25/2018 11:17:00 AM,15,CLEAR,DAYLIGHT,REAR TO FRONT,ONE-WAY,STOP SIGN/FLASHER,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,0,1,1,11,1,2,1888,MILWAUKEE AVE,41.749591,-87.780189,02/25/2018 11:49:00 AM,2018
CR00024283,10/15/2018 06:37:00 PM,30,CLOUDY/OVERCAST,DAYLIGHT,TURNING,NOT DIVIDED,TRAFFIC SIGNAL,IMPROPER LANE USAGE,UNABLE TO DETERMINE,0,0,0,0,18,2,10,792,ARCHER AVE,41.924886,-87.8063,10/15/2018 08:18:00 PM,2018
CR00024284,07/31/2024 04:43:00 PM,15,SNOW,DARKNESS - LIGHTED ROAD,SIDESWIPE SAME DIRECTION,ONE-WAY,UNKNOWN,IMPROPER OVERTAKING/PASSING,UNABLE TO DETERMINE,0,0,0,0,16,4,7,1770,STONY ISLAND AVE,41.827435,-87.51966,07/31/2024 05:24:00 PM,2024
CR00024285,05/10/2017 10:30:00 AM,20,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,DIVIDED - W/MEDIAN BARRIER,STOP SIGN/FLASHER,DISTRACTION - FROM INSIDE VEHICLE,IMPROPER LANE USAGE,0,2,1,3,10,4,5,1059,BROADWAY,41.983248,-87.72924,05/10/2017 11:27:00 AM,2017
CR00024286,12/04/2023 11:55:00 AM,45,CLEAR,DARKNESS,PARKED MOTOR VEHICLE,NOT DIVIDED,NO CONTROLS,UNABLE TO DETERMINE,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,0,0,0,0,11,2,12,1893,79TH ST,41.758498,-87.595672,12/04/2023 11:59:00 AM,2023
CR00024287,03/15/2019 04:31:00 PM,25,CLOUDY/OVERCAST,DAYLIGHT,REAR END,T-INTERSECTION,TRAFFIC SIGNAL,DISTRACTION - FROM INSIDE VEHICLE,UNABLE TO DETERMINE,0,0,0,0,16,6,3,1424,FULLERTON AVE,41.915311,-87.669187,03/15/2019 04:49:00 PM,2019
CR00024288,09/18/2019 04:58:00 PM,30,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),NO CONTROLS,FAILING TO REDUCE SPEED,IMPROPER LANE USAGE,0,0,0,0,16,4,9,1658,ROOSEVELT RD,41.906146,-87.71919,09/18/2019 06:15:00 PM,2019
CR00024289,10/23/2015 05:56:00 AM,15,FOG/SMOKE/HAZE,DARKNESS,FIXED OBJECT,NOT DIVIDED,TRAFFIC SIGNAL,DISREGARDING TRAFFIC SIGNALS,NOT APPLICABLE,0,0,0,0,5,6,10,2399,MILWAUKEE AVE,41.922919,-87.546335,10/23/2015 07:53:00 AM,2015
CR00024290,12/25/2015 09:30:00 AM,30,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,DIVIDED - W/MEDIAN (NOT RAISED),TRAFFIC SIGNAL,UNABLE TO DETERMINE,FOLLOWING TOO CLOSELY,0,0,0,0,9,6,12,1945,HALSTED ST,41.994423,-87.782562,12/25/2015 10:43:00 AM,2015
CR00024291,05/01/2020 06:52:00 AM,20,CLOUDY/OVERCAST,DAYLIGHT,SIDESWIPE SAME DIRECTION,ONE-WAY,STOP SIGN/FLASHER,DISTRACTION - FROM INSIDE VEHICLE,UNABLE TO DETERMINE,0,0,0,0,6,6,5,1660,BROADWAY,41.856929,-87.768308,05/01/2020 07:33:00 AM,2020
CR00024292,12/31/2016 06:04:00 PM,25,SNOW,DUSK,TURNING,T-INTERSECTION,UNKNOWN,FOLLOWING TOO CLOSELY,NOT APPLICABLE,0,0,0,0,18,7,12,322,CALIFORNIA AVE,41.791824,-87.800397,12/31/2016 07:18:00 PM,2016
CR00024293,06/17/2015 10:04:00 AM,20,CLEAR,DAYLIGHT,ANGLE,ONE-WAY,TRAFFIC SIGNAL,DISTRACTION - FROM INSIDE VEHICLE,UNABLE TO DETERMINE,0,0,0,0,10,4,6,1834,CALIFORNIA AVE,41.87727,-87.563192,06/17/2015 11:53:00 AM,2015
CR00024294,02/22/2017 03:07:00 PM,35,CLOUDY/OVERCAST,DARKNESS,REAR END,ONE-WAY,STOP SIGN/FLASHER,UNABLE TO DETERMINE,FOLLOWING TOO CLOSELY,0,0,0,0,15,4,2,393,BROADWAY,41.734603,-87.59188,02/22/2017 05:07:00 PM,2017
CR00024295,09/02/2015 07:36:00 PM,30,CLEAR,DARKNESS,REAR END,DIVIDED - W/MEDIAN BARRIER,NO CONTROLS,WEATHER,NOT APPLICABLE,0,0,0,0,19,4,9,2107,IRVING PARK RD,41.947408,-87.836912,09/02/2015 09:05:00 PM,2015
CR00024296,04/29/2015 03:02:00 PM,30,RAIN,DARKNESS - LIGHTED ROAD,REAR END,NOT DIVIDED,NO CONTROLS,WEATHER,NOT APPLICABLE,0,1,3,4,15,4,4,389,DIVISION ST,41.862624,-87.694078,04/29/2015 03:31:00 PM,2015
CR00024297,05/10/2024 11:15:00 AM,35,RAIN,DAYLIGHT,TURNING,NOT DIVIDED,STOP SIGN/FLASHER,UNABLE TO DETERMINE,FOLLOWING TOO CLOSELY,0,0,0,0,11,6,5,897,HALSTED ST,41.760977,-87.681333,05/10/2024 11:25:00 AM,2024
CR00024298,07/19/2019 12:43:00 PM,30,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),STOP SIGN/FLASHER,FAILING TO REDUCE SPEED,DISREGARDING TRAFFIC SIGNALS,0,0,0,0,12,6,7,1640,OGDEN AVE,41.722521,-87.765428,07/19/2019 01:12:00 PM,2019
CR00024299,02/15/2017 02:57:00 AM,30,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,NO CONTROLS,FOLLOWING TOO CLOSELY,NOT APPLICABLE,0,0,0,0,2,4,2,2017,DAMEN AVE,41.810204,-87.586086,02/15/2017 04:08:00 AM,2017
CR00024300,02/24/2015 06:58:00 PM,35,RAIN,DAYLIGHT,REAR END,ONE-WAY,TRAFFIC SIGNAL,DISTRACTION - FROM INSIDE VEHICLE,FAILING TO YIELD RIGHT-OF-WAY,0,0,3,3,18,3,2,1393,IRVING PARK RD,41.892573,-87.552868,02/24/2015 07:08:00 PM,2015
CR00024301,12/06/2019 02:48:00 AM,30,CLEAR,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),TRAFFIC SIGNAL,UNABLE TO DETERMINE,NOT APPLICABLE,0,0,0,0,2,6,12,1412,PULASKI RD,41.745198,-87.828487,12/06/2019 04:23:00 AM,2019
CR00024302,11/17/2024 07:08:00 AM,45,CLOUDY/OVERCAST,DAYLIGHT,ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),NO CONTROLS,WEATHER,UNABLE TO DETERMINE,0,0,0,0,7,1,11,1945,PULASKI RD,41.94678,-87.620259,11/17/2024 07:50:00 AM,2024
CR00024303,09/02/2020 03:30:00 PM,25,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,YIELD,UNABLE TO DETERMINE,WEATHER,0,0,0,0,15,4,9,2508,FULLERTON AVE,41.909892,-87.569812,09/02/2020 04:37:00 PM,2020
CR00024304,05/04/2022 04:23:00 PM,30,CLEAR,DARKNESS - LIGHTED ROAD,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),NO CONTROLS,FOLLOWING TOO CLOSELY,FOLLOWING TOO CLOSELY,0,0,0,0,16,4,5,330,HALSTED ST,41.886936,-87.571427,05/04/2022 05:01:00 PM,2022
CR00024305,09/19/2018 11:40:00 PM,25,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,ONE-WAY,NO CONTROLS,UNABLE TO DETERMINE,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,0,0,0,0,23,4,9,305,79TH ST,41.954536,-87.707271,09/20/2018 01:34:00 AM,2018
CR00024306,03/29/2018 02:21:00 PM,40,CLOUDY/OVERCAST,DARKNESS - LIGHTED ROAD,PARKED MOTOR VEHICLE,DIVIDED - W/MEDIAN (NOT RAISED),TRAFFIC SIGNAL,UNABLE TO DETERMINE,IMPROPER OVERTAKING/PASSING,0,0,0,0,14,5,3,2432,ARCHER AVE,41.776695,-87.552213,03/29/2018 03:07:00 PM,2018
CR00024307,05/04/2021 07:28:00 AM,30,SNOW,DARKNESS - LIGHTED ROAD,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),STOP SIGN/FLASHER,UNABLE TO DETERMINE,FOLLOWING TOO CLOSELY,0,0,0,0,7,3,5,2125,STATE ST,41.851292,-87.653755,05/04/2021 07:35:00 AM,2021
CR00024308,08/17/2024 04:01:00 PM,45,RAIN,DAYLIGHT,REAR END,NOT DIVIDED,NO CONTROLS,IMPROPER OVERTAKING/PASSING,FAILING TO YIELD RIGHT-OF-WAY,0,1,3,4,16,7,8,259,KEDZIE AVE,41.867247,-87.759134,08/17/2024 04:31:00 PM,2024
CR00024309,10/11/2015 06:24:00 PM,25,CLEAR,DAYLIGHT,FIXED OBJECT,ONE-WAY,NO CONTROLS,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,IMPROPER LANE USAGE,0,0,0,0,18,1,10,2062,79TH ST,41.983563,-87.518052,10/11/2015 06:42:00 PM,2015
CR00024310,12/31/2023 05:32:00 PM,30,CLOUDY/OVERCAST,DAYLIGHT,PEDESTRIAN,FOUR WAY,NO CONTROLS,IMPROPER LANE USAGE,DISREGARDING TRAFFIC SIGNALS,0,0,0,0,17,1,12,322,CLARK ST,41.732816,-87.604616,12/31/2023 05:35:00 PM,2023
CR00024311,03/30/2016 01:37:00 PM,25,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,DIVIDED - W/MEDIAN (NOT RAISED),NO CONTROLS,IMPROPER OVERTAKING/PASSING,NOT APPLICABLE,0,0,1,1,13,4,3,1260,DIVISION ST,41.829718,-87.809952,03/30/2016 02:24:00 PM,2016
CR00024312,05/30/2015 03:59:00 PM,35,CLEAR,DAWN,SIDESWIPE SAME DIRECTION,NOT DIVIDED,NO CONTROLS,IMPROPER OVERTAKING/PASSING,IMPROPER LANE USAGE,0,0,0,0,15,7,5,189,STONY ISLAND AVE,41.914506,-87.810207,05/30/2015 05:36:00 PM,2015
CR00024313,02/16/2021 09:07:00 PM,35,RAIN,DARKNESS - LIGHTED ROAD,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),NO CONTROLS,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,0,0,0,0,21,3,2,650,STATE ST,41.910548,-87.824807,02/16/2021 10:34:00 PM,2021
CR00024314,08/10/2021 01:29:00 PM,45,CLEAR,DARKNESS,ANGLE,FOUR WAY,STOP SIGN/FLASHER,DISREGARDING TRAFFIC SIGNALS,UNABLE TO DETERMINE,0,0,0,0,13,3,8,1009,CICERO AVE,41.817953,-87.775846,08/10/2021 02:45:00 PM,2021
CR00024315,05/22/2020 04:48:00 PM,40,CLOUDY/OVERCAST,DAYLIGHT,TURNING,NOT DIVIDED,TRAFFIC SIGNAL,FAILING TO YIELD RIGHT-OF-WAY,DISREGARDING TRAFFIC SIGNALS,0,0,0,0,16,6,5,1027,63RD ST,41.85143,-87.771763,05/22/2020 06:47:00 PM,2020
CR00024316,10/30/2022 07:41:00 PM,20,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,TRAFFIC SIGNAL,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,0,0,0,19,1,10,1197,ARCHER AVE,41.959563,-87.790067,10/30/2022 08:44:00 PM,2022
CR00024317,12/24/2015 08:03:00 AM,40,RAIN,DARKNESS - LIGHTED ROAD,TURNING,NOT DIVIDED,NO CONTROLS,FAILING TO YIELD RIGHT-OF-WAY,FOLLOWING TOO CLOSELY,0,0,0,0,8,5,12,406,MILWAUKEE AVE,41.891708,-87.50983,12/24/2015 09:39:00 AM,2015
CR00024318,07/24/2020 10:40:00 AM,40,CLOUDY/OVERCAST,DARKNESS,TURNING,T-INTERSECTION,TRAFFIC SIGNAL,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,UNABLE TO DETERMINE,0,0,0,0,10,6,7,2532,FULLERTON AVE,41.756721,-87.674899,07/24/2020 11:46:00 AM,2020
CR00024319,04/08/2024 06:21:00 PM,35,RAIN,DAYLIGHT,REAR TO FRONT,DIVIDED - W/MEDIAN (NOT RAISED),TRAFFIC SIGNAL,UNABLE TO DETERMINE,DISTRACTION - FROM INSIDE VEHICLE,0,0,0,0,18,2,4,262,ARCHER AVE,41.850703,-87.601798,04/08/2024 07:49:00 PM,2024
CR00024320,12/05/2018 04:34:00 AM,30,SNOW,DAYLIGHT,ANGLE,ONE-WAY,NO CONTROLS,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,0,0,0,4,4,12,2315,WESTERN AVE,41.961854,-87.743647,12/05/2018 06:23:00 AM,2018
CR00024321,01/21/2021 02:28:00 PM,40,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,NO CONTROLS,UNABLE TO DETERMINE,FOLLOWING TOO CLOSELY,0,0,0,0,14,5,1,1743,MILWAUKEE AVE,41.846599,-87.695712,01/21/2021 02:33:00 PM,2021
CR00024322,07/29/2023 07:12:00 AM,30,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN BARRIER,NO CONTROLS,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,0,0,0,7,7,7,160,DIVISION ST,41.750538,-87.835428,07/29/2023 07:36:00 AM,2023
CR00024323,07/13/2016 10:52:00 AM,30,CLEAR,DARKNESS - LIGHTED ROAD,REAR TO FRONT,DIVIDED - W/MEDIAN (NOT RAISED),NO CONTROLS,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,FOLLOWING TOO CLOSELY,0,0,0,0,10,4,7,2265,47TH ST,41.737467,-87.664392,07/13/2016 11:27:00 AM,2016
CR00024324,03/21/2015 08:31:00 AM,40,RAIN,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,STOP SIGN/FLASHER,UNABLE TO DETERMINE,NOT APPLICABLE,0,0,0,0,8,7,3,2259,79TH ST,41.712788,-87.600146,03/21/2015 08:36:00 AM,2015
CR00024325,11/21/2022 01:34:00 PM,20,RAIN,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),NO CONTROLS,DISTRACTION - FROM INSIDE VEHICLE,IMPROPER OVERTAKING/PASSING,0,0,0,0,13,2,11,417,KEDZIE AVE,41.806852,-87.731674,11/21/2022 02:17:00 PM,2022
CR00024326,08/18/2020 11:31:00 AM,35,RAIN,DAYLIGHT,REAR END,NOT DIVIDED,NO CONTROLS,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,0,1,1,11,3,8,1957,OGDEN AVE,41.911084,-87.691998,08/18/2020 01:05:00 PM,2020
CR00024327,04/06/2023 07:36:00 PM,30,CLEAR,DAYLIGHT,ANGLE,FOUR WAY,STOP SIGN/FLASHER,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,0,0,0,19,5,4,546,PULASKI RD,41.791012,-87.518258,04/06/2023 07:40:00 PM,2023
CR00024328,11/28/2019 08:35:00 AM,35,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,TRAFFIC SIGNAL,DISTRACTION - FROM INSIDE VEHICLE,IMPROPER LANE USAGE,0,0,0,0,8,5,11,714,79TH ST,41.870086,-87.504905,11/28/2019 09:11:00 AM,2019
CR00024329,08/10/2023 10:46:00 AM,30,CLEAR,DAYLIGHT,REAR TO FRONT,DIVIDED - W/MEDIAN BARRIER,TRAFFIC SIGNAL,DISTRACTION - FROM INSIDE VEHICLE,FAILING TO YIELD RIGHT-OF-WAY,0,0,0,0,10,5,8,1069,ARCHER AVE,41.848462,-87.843766,08/10/2023 10:47:00 AM,2023
CR00024330,08/10/2017 02:24:00 PM,45,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,TRAFFIC SIGNAL,UNABLE TO DETERMINE,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,0,1,0,1,14,5,8,2238,47TH ST,41.903727,-87.775373,08/10/2017 03:14:00 PM,2017
CR00024331,03/28/2021 03:47:00 PM,35,CLEAR,DUSK,PARKED MOTOR VEHICLE,NOT DIVIDED,TRAFFIC SIGNAL,UNABLE TO DETERMINE,NOT APPLICABLE,0,0,0,0,15,1,3,169,PULASKI RD,41.947146,-87.633856,03/28/2021 05:42:00 PM,2021
CR00024332,07/31/2021 07:01:00 AM,20,CLOUDY/OVERCAST,DAYLIGHT,ANGLE,NOT DIVIDED,STOP SIGN/FLASHER,FAILING TO YIELD RIGHT-OF-WAY,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,0,0,0,0,7,7,7,1718,STATE ST,41.803777,-87.832678,07/31/2021 08:01:00 AM,2021
CR00024333,11/10/2020 03:46:00 PM,15,CLEAR,DARKNESS,FIXED OBJECT,T-INTERSECTION,TRAFFIC SIGNAL,IMPROPER OVERTAKING/PASSING,IMPROPER OVERTAKING/PASSING,0,0,0,0,15,3,11,2089,STONY ISLAND AVE,41.903973,-87.506022,11/10/2020 05:12:00 PM,2020
CR00024334,07/17/2018 10:56:00 AM,35,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,NO CONTROLS,FAILING TO REDUCE SPEED,NOT APPLICABLE,0,0,1,1,10,3,7,1842,ASHLAND AVE,41.817824,-87.632633,07/17/2018 11:29:00 AM,2018
CR00024335,11/12/2015 04:31:00 PM,35,CLEAR,DARKNESS - LIGHTED ROAD,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),TRAFFIC SIGNAL,DISTRACTION - FROM INSIDE VEHICLE,IMPROPER OVERTAKING/PASSING,0,0,0,0,16,5,11,1105,WESTERN AVE,41.770187,-87.639136,11/12/2015 04:54:00 PM,2015
CR00024336,03/20/2023 03:34:00 PM,30,FOG/SMOKE/HAZE,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),STOP SIGN/FLASHER,DISTRACTION - FROM INSIDE VEHICLE,FAILING TO REDUCE SPEED,0,0,0,0,15,2,3,1001,CICERO AVE,41.80091,-87.729794,03/20/2023 03:59:00 PM,2023
CR00024337,09/24/2020 05:30:00 PM,45,FOG/SMOKE/HAZE,DAYLIGHT,TURNING,NOT DIVIDED,STOP SIGN/FLASHER,DISTRACTION - FROM INSIDE VEHICLE,DISREGARDING TRAFFIC SIGNALS,0,0,1,1,17,5,9,1740,ARCHER AVE,41.85319,-87.729338,09/24/2020 06:09:00 PM,2020
CR00024338,05/28/2015 09:14:00 AM,35,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,NO CONTROLS,UNABLE TO DETERMINE,FOLLOWING TOO CLOSELY,0,0,0,0,9,5,5,1786,BROADWAY,41.739231,-87.582917,05/28/2015 09:55:00 AM,2015
CR00024339,07/29/2016 12:47:00 PM,15,CLEAR,DAYLIGHT,ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),UNKNOWN,FAILING TO REDUCE SPEED,FOLLOWING TOO CLOSELY,0,0,0,0,12,6,7,378,47TH ST,41.978399,-87.569187,07/29/2016 01:40:00 PM,2016
CR00024340,03/13/2021 10:41:00 AM,45,RAIN,DAYLIGHT,PEDESTRIAN,ONE-WAY,NO CONTROLS,UNABLE TO DETERMINE,FAILING TO YIELD RIGHT-OF-WAY,0,0,0,0,10,7,3,1775,MICHIGAN AVE,41.830842,-87.734547,03/13/2021 11:21:00 AM,2021
CR00024341,10/06/2015 03:55:00 PM,35,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN BARRIER,NO CONTROLS,FOLLOWING TOO CLOSELY,NOT APPLICABLE,0,0,0,0,15,3,10,121,PULASKI RD,41.85476,-87.51461,10/06/2015 04:06:00 PM,2015
CR00024342,01/21/2023 06:34:00 PM,45,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,TRAFFIC SIGNAL,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,UNABLE TO DETERMINE,0,0,0,0,18,7,1,2027,DIVISION ST,41.870745,-87.753491,01/21/2023 07:34:00 PM,2023
CR00024343,03/25/2019 07:25:00 PM,30,CLOUDY/OVERCAST,DAYLIGHT,ANGLE,NOT DIVIDED,TRAFFIC SIGNAL,FAILING TO YIELD RIGHT-OF-WAY,UNABLE TO DETERMINE,0,0,0,0,19,2,3,1344,FULLERTON AVE,41.829625,-87.793288,03/25/2019 08:19:00 PM,2019
CR00024344,04/22/2023 02:57:00 PM,35,CLEAR,DARKNESS - LIGHTED ROAD,TURNING,NOT DIVIDED,NO CONTROLS,UNABLE TO DETERMINE,FAILING TO REDUCE SPEED,0,0,0,0,14,7,4,2440,ASHLAND AVE,41.826961,-87.680039,04/22/2023 03:47:00 PM,2023
CR00024345,02/11/2017 07:04:00 PM,35,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,FOUR WAY,NO CONTROLS,IMPROPER LANE USAGE,FAILING TO YIELD RIGHT-OF-WAY,0,0,0,0,19,7,2,719,47TH ST,41.82672,-87.715856,02/11/2017 08:48:00 PM,2017
CR00024346,08/07/2018 05:27:00 PM,25,RAIN,DAYLIGHT,ANGLE,NOT DIVIDED,STOP SIGN/FLASHER,DISTRACTION - FROM INSIDE VEHICLE,UNABLE TO DETERMINE,0,0,0,0,17,3,8,1111,BROADWAY,41.80954,-87.78973,08/07/2018 05:54:00 PM,2018
CR00024347,01/11/2021 05:40:00 AM,35,RAIN,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,STOP SIGN/FLASHER,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,0,0,0,5,2,1,1658,ARCHER AVE,41.833506,-87.782753,01/11/2021 07:38:00 AM,2021
CR00024348,05/02/2023 02:52:00 PM,35,SNOW,DARKNESS,TURNING,FOUR WAY,TRAFFIC SIGNAL,IMPROPER OVERTAKING/PASSING,UNABLE TO DETERMINE,0,0,1,1,14,3,5,2220,FULLERTON AVE,41.923405,-87.792268,05/02/2023 03:19:00 PM,2023
CR00024349,01/11/2019 10:19:00 PM,30,CLEAR,DARKNESS - LIGHTED ROAD,REAR TO FRONT,DIVIDED - W/MEDIAN (NOT RAISED),STOP SIGN/FLASHER,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,FOLLOWING TOO CLOSELY,0,0,0,0,22,6,1,915,ARCHER AVE,41.743275,-87.60577,01/11/2019 11:35:00 PM,2019
CR00024350,03/23/2024 04:49:00 AM,35,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,NO CONTROLS,UNABLE TO DETERMINE,WEATHER,0,0,1,1,4,7,3,2482,DAMEN AVE,41.904936,-87.516401,03/23/2024 06:27:00 AM,2024
